Age,Balance,Customer ID,Date Joined,Gender,Job Classification,Name,Number of Records,Region,Surname
36,85738.864,101165,23.Oct.15,Female,Blue Collar,Dorothy,1,England,Campbell
36,140736.016,101166,08.Aug.15,Female,Blue Collar,Maria,1,England,Kelly
36,142196.864,101167,20.Jul.15,Female,Blue Collar,Wanda,1,England,Morrison
36,28347.728,101168,09.Nov.15,Female,Blue Collar,Felicity,1,England,Payne
36,24763.28,101169,03.Jul.15,Female,Blue Collar,Donna,1,England,Pullman
36,64153.36,101170,27.Oct.15,Female,Blue Collar,Amanda,1,England,Randall
36,70134.144,101171,24.Nov.15,Female,Blue Collar,Joanne,1,England,Slater
36,269.088,101172,23.Dec.15,Female,Blue Collar,Lauren,1,England,Slater
36,34273.152,101173,29.Dec.15,Female,Blue Collar,Lily,1,England,Springer
36,145462.032,101174,28.Oct.15,Female,Blue Collar,Sally,1,England,Terry
36,5878.064,101175,14.Nov.15,Female,Blue Collar,Dorothy,1,England,Vance
37,116365.312,101176,07.Dec.15,Female,Blue Collar,Caroline,1,England,Bell
37,37195.472,101177,09.Aug.15,Female,Blue Collar,Megan,1,England,Buckland
37,30280.688,101178,15.Nov.15,Female,Blue Collar,Sonia,1,England,Coleman
37,142331.936,101179,19.Dec.15,Female,Blue Collar,Mary,1,England,MacDonald
37,78960.624,101180,25.Sep.15,Female,Blue Collar,Sophie,1,England,Welch
38,26253.536,101181,01.Nov.15,Female,Blue Collar,Donna,1,England,Allan
38,97821.824,101182,16.Dec.15,Female,Blue Collar,Andrea,1,England,Howard
38,67924.992,101183,19.Jul.15,Female,Blue Collar,Wanda,1,England,Jackson
38,118782.128,101184,01.Sep.15,Female,Blue Collar,Karen,1,England,Lawrence
38,41565.392,101185,27.Sep.15,Female,Blue Collar,Jennifer,1,England,Rampling
38,69473.12,101186,28.Jul.15,Female,Blue Collar,Audrey,1,England,Robertson
38,87508.464,101187,24.Sep.15,Female,Blue Collar,Victoria,1,England,Underwood
38,17718.016,101188,20.Nov.15,Female,Blue Collar,Zoe,1,England,Vaughan
39,150655.488,101189,22.Dec.15,Female,Blue Collar,Sally,1,England,Campbell
39,50765.024,101190,18.Oct.15,Female,Blue Collar,Diana,1,England,Graham
39,6017.712,101191,30.Sep.15,Female,Blue Collar,Theresa,1,England,Lewis
40,17096.112,101192,20.Nov.15,Female,Blue Collar,Angela,1,England,Berry
40,37134,101193,24.Dec.15,Female,Blue Collar,Samantha,1,England,Clarkson
40,170135.008,101194,26.Oct.15,Female,Blue Collar,Bella,1,England,Hart
40,35079.296,101195,12.Oct.15,Female,Blue Collar,Ava,1,England,Henderson
40,86473.488,101196,03.Sep.15,Female,Blue Collar,Michelle,1,England,Jackson
40,102387.36,101197,22.Jul.15,Female,Blue Collar,Michelle,1,England,James
40,53730.816,101198,17.Nov.15,Female,Blue Collar,Fiona,1,England,McDonald
41,21779.824,101199,12.Aug.15,Female,Blue Collar,Bella,1,England,Avery
41,50302.496,101200,19.Jul.15,Female,Blue Collar,Lillian,1,England,Sharp
41,182589.648,101201,07.Dec.15,Female,Blue Collar,Andrea,1,England,Short
42,19894.448,101202,26.Dec.15,Female,Blue Collar,Carolyn,1,England,Chapman
42,1542.56,101203,02.Oct.15,Female,Blue Collar,Wendy,1,England,Clarkson
42,69277.488,101204,27.Aug.15,Female,Blue Collar,Amanda,1,England,Coleman
42,84787.184,101205,25.Nov.15,Female,Blue Collar,Olivia,1,England,Coleman
42,20765.184,101206,14.Aug.15,Female,Blue Collar,Rose,1,England,Glover
42,54294.752,101207,22.Jul.15,Female,Blue Collar,Amy,1,England,Ogden
42,72809.232,101208,13.Oct.15,Female,Blue Collar,Mary,1,England,Oliver
42,169444.256,101209,08.Sep.15,Female,Blue Collar,Heather,1,England,Slater
43,17296.976,101210,15.Jul.15,Female,Blue Collar,Sally,1,England,Bond
43,123564.96,101211,01.Nov.15,Female,Blue Collar,Angela,1,England,Cameron
43,82857.712,101212,16.Jul.15,Female,Blue Collar,Ella,1,England,Forsyth
43,54428.688,101213,03.Dec.15,Female,Blue Collar,Penelope,1,England,Harris
43,41136.064,101214,13.Jul.15,Female,Blue Collar,Penelope,1,England,May
43,74323.424,101215,16.Oct.15,Female,Blue Collar,Rebecca,1,England,Russell
44,33594.928,101216,07.Oct.15,Female,Blue Collar,Carol,1,England,Hart
44,37665.264,101217,17.Nov.15,Female,Blue Collar,Rachel,1,England,Ince
44,80125.712,101218,17.Oct.15,Female,Blue Collar,Dorothy,1,England,Lawrence
44,61163.552,101219,05.Nov.15,Female,Blue Collar,Samantha,1,England,Slater
45,7739.568,101220,03.Nov.15,Female,Blue Collar,Fiona,1,England,Morgan
46,61446.768,101221,26.Oct.15,Female,Blue Collar,Mary,1,England,Davidson
46,35872.544,101222,26.Sep.15,Female,Blue Collar,Lauren,1,England,Marshall
46,20012.912,101223,23.Sep.15,Female,Blue Collar,Alison,1,England,Nash
47,7852.128,101224,12.Nov.15,Female,Blue Collar,Pippa,1,England,Bond
47,15302.512,101225,18.Oct.15,Female,Blue Collar,Grace,1,England,MacDonald
48,25105.552,101226,22.Nov.15,Female,Blue Collar,Fiona,1,England,Churchill
50,58070.592,101227,16.Jul.15,Female,Blue Collar,Melanie,1,England,Dickens
53,43694.928,101228,22.Aug.15,Female,Blue Collar,Rachel,1,England,Lee
18,156176.56,101229,19.Aug.15,Female,Blue Collar,Bernadette,1,Northern Ireland,Metcalfe
19,51117.76,101230,05.Aug.15,Female,Blue Collar,Ella,1,Northern Ireland,Knox
20,111.648,101231,13.Sep.15,Female,Blue Collar,Megan,1,Northern Ireland,Hart
20,102367.04,101232,26.Sep.15,Female,Blue Collar,Amanda,1,Northern Ireland,Newman
22,82584.976,101233,29.Nov.15,Female,Blue Collar,Abigail,1,Northern Ireland,MacLeod
22,17978,101234,26.Jul.15,Female,Blue Collar,Wanda,1,Northern Ireland,Peake
27,105598.464,101235,23.Aug.15,Female,Blue Collar,Vanessa,1,Northern Ireland,Terry
28,77531.152,101236,29.Jun.15,Female,Blue Collar,Amelia,1,Northern Ireland,Jones
28,3036.608,101237,20.Sep.15,Female,Blue Collar,Molly,1,Northern Ireland,Kelly
30,80341.216,101238,30.Oct.15,Female,Blue Collar,Jane,1,Northern Ireland,Lawrence
30,21973.632,101239,12.Oct.15,Female,Blue Collar,Zoe,1,Northern Ireland,Welch
32,62593.456,101240,20.Oct.15,Female,Blue Collar,Wanda,1,Northern Ireland,Dyer
32,73932.048,101241,06.Aug.15,Female,Blue Collar,Molly,1,Northern Ireland,Springer
32,9692.608,101242,01.Nov.15,Female,Blue Collar,Molly,1,Northern Ireland,Taylor
34,94600.272,101243,03.Aug.15,Female,Blue Collar,Madeleine,1,Northern Ireland,Hill
35,24421.552,101244,30.Nov.15,Female,Blue Collar,Dorothy,1,Northern Ireland,Bell
35,28550.352,101245,26.Oct.15,Female,Blue Collar,Gabrielle,1,Northern Ireland,Wallace
36,28715.424,101246,27.Aug.15,Female,Blue Collar,Madeleine,1,Northern Ireland,Payne
37,31679.072,101247,11.Sep.15,Female,Blue Collar,Jennifer,1,Northern Ireland,Newman
38,95952.448,101248,25.Sep.15,Female,Blue Collar,Ella,1,Northern Ireland,McLean
40,34036.304,101249,12.Aug.15,Female,Blue Collar,Abigail,1,Northern Ireland,Harris
41,93905.872,101250,08.Oct.15,Female,Blue Collar,Abigail,1,Northern Ireland,Reid
27,122742.704,101251,13.Aug.15,Female,Blue Collar,Sonia,1,Scotland,Taylor
29,63355.52,101252,21.Sep.15,Female,Blue Collar,Lisa,1,Scotland,Sharp
43,24284.976,101253,15.Dec.15,Female,Blue Collar,Chloe,1,Scotland,Robertson
44,65230.864,101254,24.Oct.15,Female,Blue Collar,Megan,1,Scotland,Metcalfe
47,109644.176,101255,17.Nov.15,Female,Blue Collar,Rachel,1,Scotland,Black
47,85324.752,101256,09.Nov.15,Female,Blue Collar,Irene,1,Scotland,Roberts
47,27193.584,101257,12.Jul.15,Female,Blue Collar,Katherine,1,Scotland,Stewart
52,83203.04,101258,07.Nov.15,Female,Blue Collar,Leah,1,Scotland,Davidson
52,38779.84,101259,15.Oct.15,Female,Blue Collar,Faith,1,Scotland,Dowd
52,12117.872,101260,02.Jul.15,Female,Blue Collar,Jan,1,Scotland,Hamilton
53,70060.336,101261,24.Sep.15,Female,Blue Collar,Samantha,1,Scotland,Marshall
53,55824.48,101262,09.Oct.15,Female,Blue Collar,Fiona,1,Scotland,Scott
53,156174.896,101263,12.Sep.15,Female,Blue Collar,Heather,1,Scotland,Smith
56,53536.912,101264,16.Dec.15,Female,Blue Collar,Kimberly,1,Scotland,Thomson
57,52467.888,101265,07.Dec.15,Female,Blue Collar,Hannah,1,Scotland,Slater
58,89418.784,101266,28.Jun.15,Female,Blue Collar,Vanessa,1,Scotland,Bond
58,50919.152,101267,24.Aug.15,Female,Blue Collar,Jasmine,1,Scotland,Dickens
60,23310.752,101268,28.Aug.15,Female,Blue Collar,Jane,1,Scotland,Burgess
61,9467.104,101269,10.Jul.15,Female,Blue Collar,Amy,1,Scotland,Graham
62,77431.744,101270,24.Sep.15,Female,Blue Collar,Madeleine,1,Scotland,Russell
62,2255.232,101271,27.Nov.15,Female,Blue Collar,Irene,1,Scotland,Wilson
64,45432.768,101272,15.Jul.15,Female,Blue Collar,Samantha,1,Scotland,Grant
65,39567.248,101273,13.Sep.15,Female,Blue Collar,Abigail,1,Scotland,Fraser
20,113658.784,101274,11.Sep.15,Female,Blue Collar,Jennifer,1,Wales,Allan
25,26443.2,101275,06.Oct.15,Female,Blue Collar,Emma,1,Wales,Campbell
25,30173.904,101276,28.Nov.15,Female,Blue Collar,Diane,1,Wales,Springer
29,151668.864,101277,22.Sep.15,Female,Blue Collar,Mary,1,Wales,Murray
30,41180.704,101278,28.Dec.15,Female,Blue Collar,Bella,1,Wales,Ball
30,36879.616,101279,28.Nov.15,Female,Blue Collar,Caroline,1,Wales,Dyer
30,12183.04,101280,23.Sep.15,Female,Blue Collar,Jasmine,1,Wales,Henderson
31,154.016,101281,02.Dec.15,Female,Blue Collar,Rebecca,1,Wales,Howard
33,53131.664,101282,29.Aug.15,Female,Blue Collar,Emily,1,Wales,Mills
34,24314.688,101283,06.Jul.15,Female,Blue Collar,Ava,1,Wales,Vaughan
35,7165.536,101284,26.Dec.15,Female,Blue Collar,Jane,1,Wales,Duncan
35,78743.792,101285,23.Aug.15,Female,Blue Collar,Virginia,1,Wales,Piper
36,67068.448,101286,02.Sep.15,Female,Blue Collar,Leah,1,Wales,Glover
36,128893.52,101287,26.Sep.15,Female,Blue Collar,Rachel,1,Wales,Morgan
37,24392.448,101288,30.Sep.15,Female,Blue Collar,Alexandra,1,Wales,Butler
37,87156.848,101289,23.Dec.15,Female,Blue Collar,Anne,1,Wales,McDonald
38,162452.352,101290,21.Dec.15,Female,Blue Collar,Bernadette,1,Wales,Hughes
42,49316.08,101291,07.Sep.15,Female,Blue Collar,Sarah,1,Wales,Scott
43,38782.224,101292,13.Nov.15,Female,Blue Collar,Joan,1,Wales,Oliver
44,14608.304,101293,21.Sep.15,Female,Blue Collar,Jessica,1,Wales,Sharp
47,46420.24,101294,11.Nov.15,Female,Blue Collar,Deirdre,1,Wales,Rampling
19,14850.224,101295,02.Nov.15,Female,Other,Dorothy,1,England,Rutherford
22,26164.576,101296,26.Oct.15,Female,Other,Rachel,1,England,Baker
24,8694.752,101297,27.Nov.15,Female,Other,Julia,1,England,Churchill
24,32237.616,101298,20.Oct.15,Female,Other,Heather,1,England,McLean
24,26270.272,101299,02.Nov.15,Female,Other,Sonia,1,England,Rutherford
24,68017.52,101300,18.Sep.15,Female,Other,Fiona,1,England,Welch
25,5025.36,101301,05.Sep.15,Female,Other,Wanda,1,England,Cornish
25,147522.416,101302,20.Oct.15,Female,Other,Amanda,1,England,Nash
25,86750.064,101303,29.Nov.15,Female,Other,Una,1,England,Ogden
25,28714.928,101304,12.Dec.15,Female,Other,Anna,1,England,Poole
26,62999.6,101305,14.Dec.15,Female,Other,Sarah,1,England,Lawrence
26,114693.312,101306,01.Nov.15,Female,Other,Claire,1,England,Paige
26,3024.592,101307,08.Nov.15,Female,Other,Ella,1,England,Rees
26,20143.12,101308,14.Nov.15,Female,Other,Karen,1,England,Walker
27,6739.776,101309,10.Dec.15,Female,Other,Katherine,1,England,Dowd
27,16087.536,101310,02.Jul.15,Female,Other,Diana,1,England,Ross
28,54685.888,101311,13.Aug.15,Female,Other,Sonia,1,England,Newman
28,49587.792,101312,30.Jul.15,Female,Other,Diane,1,England,Wilkins
29,171116.608,101313,15.Jul.15,Female,Other,Sophie,1,England,Avery
29,110078.576,101314,20.Dec.15,Female,Other,Maria,1,England,Hill
29,17101.344,101315,30.Jul.15,Female,Other,Rebecca,1,England,Jackson
29,56083.296,101316,13.Jul.15,Female,Other,Leah,1,England,Jones
30,67036.048,101317,15.Sep.15,Female,Other,Victoria,1,England,Abraham
30,47447.248,101318,26.Nov.15,Female,Other,Rachel,1,England,Bailey
30,2934.624,101319,06.Nov.15,Female,Other,Wanda,1,England,Blake
30,53701.872,101320,27.Jul.15,Female,Other,Grace,1,England,Ellison
30,74469.616,101321,28.Jul.15,Female,Other,Jasmine,1,England,Hodges
30,109350.432,101322,15.Oct.15,Female,Other,Alison,1,England,Jones
30,18781.92,101323,27.Nov.15,Female,Other,Jessica,1,England,Peake
30,18407.184,101324,26.Oct.15,Female,Other,Mary,1,England,Peters
30,44293.968,101325,26.Aug.15,Female,Other,Angela,1,England,White
31,4369.424,101326,06.Jul.15,Female,Other,Amanda,1,England,Berry
31,116599.856,101327,23.Aug.15,Female,Other,Gabrielle,1,England,Bower
31,169113.408,101328,25.Jul.15,Female,Other,Kylie,1,England,Buckland
31,83958.96,101329,23.Nov.15,Female,Other,Katherine,1,England,Davidson
31,75847.744,101330,28.Oct.15,Female,Other,Natalie,1,England,Glover
31,138546.976,101331,08.Aug.15,Female,Other,Dorothy,1,England,White
32,7906.016,101332,25.Sep.15,Female,Other,Sonia,1,England,Ball
32,129992.8,101333,15.Oct.15,Female,Other,Rachel,1,England,Blake
32,1877.968,101334,27.Jul.15,Female,Other,Ella,1,England,Knox
32,171629.744,101335,28.Sep.15,Female,Other,Deirdre,1,England,May
32,6503.072,101336,03.Nov.15,Female,Other,Ava,1,England,Mills
32,118385.296,101337,23.Sep.15,Female,Other,Leah,1,England,Sutherland
32,40025.648,101338,17.Jul.15,Female,Other,Lisa,1,England,Walsh
33,114118.96,101339,14.Aug.15,Female,Other,Emma,1,England,Black
33,99647.328,101340,24.Nov.15,Female,Other,Diana,1,England,Mackay
33,71918.56,101341,05.Dec.15,Female,Other,Vanessa,1,England,Mathis
33,1119.072,101342,31.Oct.15,Female,Other,Lisa,1,England,Morgan
33,121931.504,101343,13.Jul.15,Female,Other,Madeleine,1,England,Ross
34,79464.144,101344,29.Jun.15,Female,Other,Jessica,1,England,MacLeod
34,3954.368,101345,30.Oct.15,Female,Other,Mary,1,England,Nolan
34,96632.48,101346,31.Oct.15,Female,Other,Rose,1,England,Parr
34,58735.84,101347,24.Sep.15,Female,Other,Sonia,1,England,Roberts
35,35893.376,101348,26.Sep.15,Female,Other,Joan,1,England,Fisher
35,23945.456,101349,13.Jul.15,Female,Other,Zoe,1,England,Jackson
35,37032.928,101350,04.Aug.15,Female,Other,Sonia,1,England,Rees
35,62465.168,101351,03.Dec.15,Female,Other,Diane,1,England,Rutherford
35,100934.192,101352,14.Jul.15,Female,Other,Diane,1,England,Sharp
35,35195.92,101353,10.Jul.15,Female,Other,Madeleine,1,England,Sharp
36,45738.144,101354,24.Nov.15,Female,Other,Claire,1,England,Buckland
36,78656.304,101355,28.Oct.15,Female,Other,Madeleine,1,England,Hudson
36,87506.608,101356,27.Nov.15,Female,Other,Wendy,1,England,Mills
36,167787.728,101357,15.Oct.15,Female,Other,Kimberly,1,England,Parr
36,67459.52,101358,08.Oct.15,Female,Other,Amelia,1,England,Powell
36,26372.544,101359,13.Dec.15,Female,Other,Leah,1,England,Roberts
36,48253.888,101360,24.Nov.15,Female,Other,Megan,1,England,Skinner
36,132301.104,101361,17.Nov.15,Female,Other,Rachel,1,England,Welch
37,16091.264,101362,29.Aug.15,Female,Other,Nicola,1,England,Blake
37,63422.88,101363,22.Oct.15,Female,Other,Heather,1,England,Cornish
37,113094.96,101364,30.Nov.15,Female,Other,Chloe,1,England,Davies
37,90288.432,101365,03.Aug.15,Female,Other,Joan,1,England,Short
37,10036.784,101366,21.Jul.15,Female,Other,Joan,1,England,Underwood
37,50203.792,101367,29.Nov.15,Female,Other,Julia,1,England,Underwood
37,14571.056,101368,24.Aug.15,Female,Other,Jasmine,1,England,Vaughan
38,42365.36,101369,28.Nov.15,Female,Other,Yvonne,1,England,Edmunds
38,542.768,101370,17.Nov.15,Female,Other,Lily,1,England,Grant
38,143850.704,101371,13.Aug.15,Female,Other,Angela,1,England,Hill
38,50729.648,101372,25.Aug.15,Female,Other,Abigail,1,England,Randall
38,59670.528,101373,05.Nov.15,Female,Other,Sally,1,England,Randall
38,26173.312,101374,29.Oct.15,Female,Other,Anne,1,England,Reid
38,150152.96,101375,13.Sep.15,Female,Other,Joanne,1,England,Terry
39,128541.84,101376,08.Aug.15,Female,Other,Dorothy,1,England,Churchill
39,83552.192,101377,28.Aug.15,Female,Other,Jasmine,1,England,Hamilton
39,124570.816,101378,22.Oct.15,Female,Other,Hannah,1,England,James
39,59427.824,101379,06.Oct.15,Female,Other,Diane,1,England,May
39,86567.568,101380,01.Aug.15,Female,Other,Olivia,1,England,Scott
40,55107.072,101381,19.Oct.15,Female,Other,Jan,1,England,Clark
40,28825.776,101382,26.Aug.15,Female,Other,Kylie,1,England,Glover
40,101380.624,101383,28.Oct.15,Female,Other,Grace,1,England,Graham
40,34923.392,101384,13.Aug.15,Female,Other,Karen,1,England,Grant
41,84753.248,101385,24.Nov.15,Female,Other,Gabrielle,1,England,Berry
41,88782.528,101386,31.Oct.15,Female,Other,Emma,1,England,Bower
41,2872.32,101387,14.Oct.15,Female,Other,Audrey,1,England,Hunter
41,139575.504,101388,05.Dec.15,Female,Other,Amy,1,England,Lambert
41,41618.368,101389,04.Dec.15,Female,Other,Rebecca,1,England,Lyman
41,44164.448,101390,11.Aug.15,Female,Other,Lauren,1,England,May
41,38726.848,101391,17.Jul.15,Female,Other,Mary,1,England,North
41,117084.32,101392,06.Dec.15,Female,Other,Irene,1,England,Ross
42,112723.232,101393,01.Nov.15,Female,Other,Bernadette,1,England,Hardacre
42,31902.096,101394,02.Oct.15,Female,Other,Sue,1,England,King
42,66506.208,101395,26.Oct.15,Female,Other,Rachel,1,England,Knox
42,29130.928,101396,12.Dec.15,Female,Other,Pippa,1,England,Lee
42,30831.408,101397,17.Aug.15,Female,Other,Wendy,1,England,Vaughan
43,98295.216,101398,20.Dec.15,Female,Other,Emily,1,England,Churchill
43,16899.824,101399,04.Oct.15,Female,Other,Amy,1,England,Hill
43,31519.12,101400,20.Aug.15,Female,Other,Emma,1,England,Pullman
43,171785.632,101401,07.Jul.15,Female,Other,Olivia,1,England,Rees
43,7934.592,101402,17.Oct.15,Female,Other,Ruth,1,England,Skinner
44,62378.368,101403,19.Sep.15,Female,Other,Penelope,1,England,Bell
44,141247.456,101404,22.Aug.15,Female,Other,Zoe,1,England,Parr
44,117762.88,101405,08.Nov.15,Female,Other,Faith,1,England,Turner
45,103153.232,101406,30.Dec.15,Female,Other,Kimberly,1,England,Gray
45,23302.192,101407,16.Dec.15,Female,Other,Alexandra,1,England,Hill
45,114101.6,101408,02.Dec.15,Female,Other,Molly,1,England,MacLeod
45,17795.136,101409,02.Dec.15,Female,Other,Rose,1,England,Parsons
45,84191.712,101410,01.Sep.15,Female,Other,Jane,1,England,Payne
45,52584.992,101411,11.Dec.15,Female,Other,Andrea,1,England,Wallace
46,58068.8,101412,26.Nov.15,Female,Other,Wanda,1,England,Mills
46,15963.072,101413,06.Jul.15,Female,Other,Pippa,1,England,Nash
46,19596.192,101414,30.Sep.15,Female,Other,Felicity,1,England,Oliver
46,100047.248,101415,16.Dec.15,Female,Other,Jan,1,England,Powell
46,109266.176,101416,27.Sep.15,Female,Other,Lily,1,England,Sutherland
47,114011.264,101417,19.Dec.15,Female,Other,Joan,1,England,Glover
47,81535.04,101418,21.Oct.15,Female,Other,Samantha,1,England,Paterson
47,78999.984,101419,18.Oct.15,Female,Other,Diana,1,England,Sanderson
50,66644.544,101420,20.Oct.15,Female,Other,Karen,1,England,Ferguson
50,144079.856,101421,21.Nov.15,Female,Other,Amelia,1,England,Paterson
54,58111.6,101422,23.Nov.15,Female,Other,Jasmine,1,England,Howard
54,83805.888,101423,29.Oct.15,Female,Other,Lisa,1,England,Simpson
18,21282.288,101424,15.Jul.15,Female,Other,Olivia,1,Northern Ireland,Dyer
20,3494.688,101425,27.Nov.15,Female,Other,Amanda,1,Northern Ireland,Kerr
21,132158.304,101426,26.Nov.15,Female,Other,Jessica,1,Northern Ireland,Lyman
21,15532.72,101427,08.Oct.15,Female,Other,Penelope,1,Northern Ireland,Parsons
22,81097.712,101428,30.Sep.15,Female,Other,Wanda,1,Northern Ireland,Peters
23,29278.448,101429,13.Oct.15,Female,Other,Jan,1,Northern Ireland,Murray
24,89313.712,101430,10.Oct.15,Female,Other,Lily,1,Northern Ireland,Baker
24,131566.56,101431,25.Aug.15,Female,Other,Irene,1,Northern Ireland,Chapman
25,1439.952,101432,29.Sep.15,Female,Other,Audrey,1,Northern Ireland,Knox
25,106971.92,101433,23.Sep.15,Female,Other,Lily,1,Northern Ireland,Rees
25,4187.472,101434,20.Aug.15,Female,Other,Felicity,1,Northern Ireland,Vance
26,47431.44,101435,27.Aug.15,Female,Other,Emily,1,Northern Ireland,Alsop
28,29761.696,101436,19.Sep.15,Female,Other,Jane,1,Northern Ireland,Baker
28,60777.392,101437,23.Sep.15,Female,Other,Amy,1,Northern Ireland,Graham
28,104153.552,101438,23.Sep.15,Female,Other,Claire,1,Northern Ireland,Martin
29,40870.544,101439,24.Aug.15,Female,Other,Donna,1,Northern Ireland,Chapman
29,49845.024,101440,03.Sep.15,Female,Other,Alison,1,Northern Ireland,MacLeod
29,30656.88,101441,05.Aug.15,Female,Other,Abigail,1,Northern Ireland,Mathis
29,212880.144,101442,14.Oct.15,Female,Other,Alison,1,Northern Ireland,McGrath
29,64262.272,101443,14.Aug.15,Female,Other,Nicola,1,Northern Ireland,Pullman
30,51933.984,101444,24.Aug.15,Female,Other,Sally,1,Northern Ireland,Dyer
30,118957.52,101445,24.Sep.15,Female,Other,Victoria,1,Northern Ireland,Slater
30,120632.512,101446,17.Sep.15,Female,Other,Ava,1,Northern Ireland,Wilson
31,96616.48,101447,09.Oct.15,Female,Other,Deirdre,1,Northern Ireland,Lyman
31,83185.712,101448,23.Aug.15,Female,Other,Chloe,1,Northern Ireland,Slater
32,10610.272,101449,22.Jul.15,Female,Other,Yvonne,1,Northern Ireland,Buckland
32,51459.744,101450,26.Jun.15,Female,Other,Grace,1,Northern Ireland,Duncan
32,81119.472,101451,03.Nov.15,Female,Other,Yvonne,1,Northern Ireland,Fisher
32,49462.432,101452,20.Aug.15,Female,Other,Lauren,1,Northern Ireland,Jones
32,13217.92,101453,11.Sep.15,Female,Other,Amy,1,Northern Ireland,Kerr
32,44268.72,101454,26.Sep.15,Female,Other,Natalie,1,Northern Ireland,Vaughan
33,77032.8,101455,05.Sep.15,Female,Other,Emily,1,Northern Ireland,Burgess
33,9454.352,101456,18.Sep.15,Female,Other,Amy,1,Northern Ireland,Ferguson
33,25374.288,101457,29.Oct.15,Female,Other,Nicola,1,Northern Ireland,Hodges
33,32722.976,101458,04.Jul.15,Female,Other,Lisa,1,Northern Ireland,Nolan
33,31216.176,101459,26.Oct.15,Female,Other,Tracey,1,Northern Ireland,Oliver
34,214,101460,24.Sep.15,Female,Other,Pippa,1,Northern Ireland,Ball
35,33188.736,101461,14.Jul.15,Female,Other,Carol,1,Northern Ireland,Clarkson
35,7922.64,101462,10.Aug.15,Female,Other,Emily,1,Northern Ireland,Harris
36,123346.192,101463,28.Sep.15,Female,Other,Molly,1,Northern Ireland,Mackenzie
37,78870.928,101464,22.Jul.15,Female,Other,Victoria,1,Northern Ireland,Morrison
37,18506.4,101465,08.Aug.15,Female,Other,Anna,1,Northern Ireland,Scott
39,22263.68,101466,24.Sep.15,Female,Other,Vanessa,1,Northern Ireland,McLean
40,80787.296,101467,05.Nov.15,Female,Other,Lisa,1,Northern Ireland,Hughes
40,135169.44,101468,03.Jul.15,Female,Other,Diane,1,Northern Ireland,Short
43,74229.68,101469,18.Oct.15,Female,Other,Amy,1,Northern Ireland,Abraham
43,69401.968,101470,05.Nov.15,Female,Other,Megan,1,Northern Ireland,Russell
44,47985.136,101471,10.Oct.15,Female,Other,Olivia,1,Northern Ireland,Chapman
44,34571.968,101472,29.Sep.15,Female,Other,Hannah,1,Northern Ireland,Short
46,141726.736,101473,29.Aug.15,Female,Other,Katherine,1,Northern Ireland,Hamilton
47,71800.176,101474,05.Oct.15,Female,Other,Jane,1,Northern Ireland,Wilson
53,189883.12,101475,20.Dec.15,Female,Other,Carolyn,1,Northern Ireland,Dowd
53,12423.536,101476,27.Jul.15,Female,Other,Rachel,1,Northern Ireland,Nolan
56,88177.616,101477,11.Sep.15,Female,Other,Yvonne,1,Northern Ireland,Mills
28,12536.368,101478,11.Nov.15,Female,Other,Ruth,1,Scotland,Davies
29,84183.472,101479,19.Jul.15,Female,Other,Nicola,1,Scotland,Cameron
29,54076.064,101480,13.Dec.15,Female,Other,Deirdre,1,Scotland,Mitchell
29,51949.136,101481,09.Nov.15,Female,Other,Lillian,1,Scotland,Oliver
31,50098.32,101482,14.Nov.15,Female,Other,Wanda,1,Scotland,Morgan
32,23241.984,101483,08.Nov.15,Female,Other,Penelope,1,Scotland,Pullman
33,60673.344,101484,03.Dec.15,Female,Other,Sue,1,Scotland,Underwood
34,44532.896,101485,13.Sep.15,Female,Other,Chloe,1,Scotland,Rampling
35,98168.864,101486,30.Oct.15,Female,Other,Jennifer,1,Scotland,Abraham
35,91309.952,101487,29.Oct.15,Female,Other,Megan,1,Scotland,Johnston
35,33160.528,101488,26.Oct.15,Female,Other,Hannah,1,Scotland,Underwood
36,9436.672,101489,06.Dec.15,Female,Other,Caroline,1,Scotland,Stewart
37,53787.328,101490,25.Aug.15,Female,Other,Deirdre,1,Scotland,Simpson
38,95449.264,101491,23.Dec.15,Female,Other,Lily,1,Scotland,Mackay
38,47465.92,101492,27.Dec.15,Female,Other,Bella,1,Scotland,Smith
39,111289.696,101493,28.Sep.15,Female,Other,Molly,1,Scotland,Buckland
39,183912.88,101494,05.Aug.15,Female,Other,Gabrielle,1,Scotland,Chapman
39,163629.488,101495,09.Jul.15,Female,Other,Sue,1,Scotland,Pullman
39,59384.048,101496,31.Jul.15,Female,Other,Katherine,1,Scotland,Sanderson
39,108157.392,101497,28.Oct.15,Female,Other,Penelope,1,Scotland,Wilson
40,75203.552,101498,25.Dec.15,Female,Other,Angela,1,Scotland,Davies
40,93402.928,101499,26.Oct.15,Female,Other,Mary,1,Scotland,Hudson
40,49992,101500,07.Nov.15,Female,Other,Anne,1,Scotland,Mackay
40,96492.096,101501,11.Nov.15,Female,Other,Sophie,1,Scotland,Turner
40,20898.384,101502,17.Nov.15,Female,Other,Samantha,1,Scotland,Walker
41,35243.856,101503,08.Nov.15,Female,Other,Elizabeth,1,Scotland,Bond
41,26350.832,101504,16.Dec.15,Female,Other,Alexandra,1,Scotland,Powell
41,58449.184,101505,02.Oct.15,Female,Other,Stephanie,1,Scotland,Randall
42,14256.896,101506,05.Dec.15,Female,Other,Stephanie,1,Scotland,Cornish
